tmdb_id,imdb_id,title,title_clean,year,release_decade,release_date,budget,revenue,popularity,runtime,vote_average,vote_count,original_language,genre1,genre2,genre3,production_country,main_production_company,female_ratio_all_cast,female_ratio_top3,female_ratio_top5,female_ratio_top10,female_lead,female_second_billed,female_director,female_writer,female_producer,female_executive_producer,female_editor,female_cinematographer,female_crew_ratio,female_creative_leadership_score,movieId,movielens_rating_count,movielens_avg_rating,bechdelRating,bechdel_pass,imdbAverageRating,numVotes,runtimeMinutes,oscar_nomination_count,oscar_win_count,oscar_directing_nomination,oscar_directing_win,oscar_best_picture_nomination,oscar_best_picture_win,budget_raw,revenue_raw,has_budget_data,has_revenue_data,has_financial_data,has_imdb_rating_data,has_bechdel_data,has_cast_representation_data,has_crew_representation_data,has_core_eda_data,profit,roi,log_revenue,log_budget
27786,tt0094033,Steel Dawn,steel dawn,1987,1980,1987-11-06,,,2.605644,97.0,4.7,33.0,en,Action,Adventure,Science Fiction,United States of America,Lions Gate Films,0.1111111111111111,0.3333333333333333,0.2,0.1111111111111111,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,7724,70.0,2.342857142857143,,,,,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,1,,,,
9624,tt0110725,On Deadly Ground,on deadly ground,1994,1990,1994-02-18,50000000.0,49000000.0,6.678661,102.0,4.6,109.0,en,Action,Thriller,,United States of America,Warner Bros.,0.2,0.3333333333333333,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7725,294.0,1.9846938775510203,,,,,,0,0,0,0,0,0,50000000,49000000.0,1,1,1,0,0,1,1,1,-1000000.0,0.98,17.707330876483063,17.72753358339242
95514,tt0109324,Boy Meets Girl,boy meets girl,1994,1990,1994-07-30,,,0.202054,93.0,3.9,4.0,en,Drama,Horror,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,7726,14.0,3.0357142857142856,,,,,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,
37296,tt0087951,Protocol,protocol,1984,1980,1984-12-21,,,3.665599,96.0,6.0,21.0,en,Comedy,,,United States of America,Warner Bros.,0.2857142857142857,0.6666666666666666,0.4,0.2857142857142857,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,7727,95.0,2.5736842105263156,3.0,1.0,5.5,5276.0,96,0,0,0,0,0,0,0,0.0,0,0,0,1,1,1,0,1,,,,
25736,tt0038854,The Postman Always Rings Twice,postman always rings twice,1946,1940,1946-05-02,,,5.68705,113.0,7.0,66.0,en,Crime,Drama,Thriller,United States of America,Metro-Goldwyn-Mayer (MGM),0.3,0.3333333333333333,0.2,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7728,664.0,3.7251506024096384,1.0,0.0,7.4,22964.0,113,0,0,0,0,0,0,0,0.0,0,0,0,1,1,1,1,1,,,,
25389,tt0107529,Matinee,matinee,1993,1990,1993-01-29,,9532895.0,7.256473,99.0,6.4,52.0,en,Comedy,Drama,,United States of America,Universal Pictures,0.24242424242424243,0.3333333333333333,0.4,0.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,7730,151.0,3.3178807947019866,1.0,0.0,6.9,12444.0,99,0,0,0,0,0,0,0,9532895.0,0,1,0,1,1,1,1,1,,,16.070259111943848,
44807,tt0155713,Forever Fever,forever fever,1998,1990,1998-05-28,1070000.0,570000.0,0.170074,95.0,5.1,4.0,en,Comedy,Music,Romance,Singapore,TigerTiger Productions,0.4,0.3333333333333333,0.4,0.4,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.16666666666666666,0.16666666666666666,7738,10.0,3.45,,,,,,0,0,0,0,0,0,1070000,570000.0,1,1,1,0,0,1,1,1,-500000.0,0.5327102803738317,13.25339339419516,13.883170141017091
5248,tt0164221,Virtual Sexuality,virtual sexuality,1999,1990,1999-07-02,,,0.451689,92.0,5.6,8.0,en,Comedy,,,United Kingdom,The Noel Gay Motion Picture Company,0.5,0.5,0.3333333333333333,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7739,47.0,2.765957446808511,,,,,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,1,,,,
52794,tt0094713,Baxter,baxter,1989,1980,1989-01-18,,,0.005568,82.0,6.4,12.0,en,Horror,Drama,Comedy,France,Partner's Productions,0.5,0.5,0.6666666666666666,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7742,108.0,3.2222222222222223,,,,,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,1,,,,
9872,tt0089114,Explorers,explorers,1985,1980,1985-07-12,25000000.0,9873044.0,4.935932,109.0,6.2,120.0,en,Adventure,Family,Fantasy,United States of America,Paramount Pictures,0.2777777777777778,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.125,0.16666666666666666,7743,514.0,3.414396887159533,,,,,,0,0,0,0,0,0,25000000,9873044.0,1,1,1,0,0,1,1,1,-15126956.0,0.39492176,16.10531887446834,17.034386422832473
19552,tt0107617,The Scent of Green Papaya,scent of green papaya,1993,1990,1993-06-08,,,3.481652,104.0,7.4,37.0,vi,Drama,Romance,,Vietnam,Procirep,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7745,315.0,3.6698412698412697,,,,,,1,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,1,,,,
2786,tt0059592,Pierrot le Fou,pierrot le fou,1965,1960,1965-08-29,300000.0,,5.606909,110.0,7.7,134.0,fr,Drama,Thriller,,France,Dino de Laurentiis Cinematografica,0.2222222222222222,0.6666666666666666,0.5,0.2857142857142857,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7748,527.0,3.8700189753320684,,,,,,0,0,0,0,0,0,300000,0.0,1,0,0,0,0,1,1,1,,,,12.611541086966115
8075,tt0062480,Weekend,weekend,1967,1960,1967-12-29,,,2.937013,105.0,7.2,48.0,fr,Drama,Comedy,,Italy,Cinecidi,0.5,0.3333333333333333,0.4,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7749,296.0,3.652027027027027,,,,,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,1,,,,
94771,tt0112654,One Hundred and One Nights,one hundred and one nights,1995,1990,1995-01-25,,,1.115938,101.0,6.8,4.0,fr,Comedy,History,Romance,France,,0.5,0.3333333333333333,0.4,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,7750,7.0,3.0,,,,,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,1,,,,
50271,tt0033105,Strange Cargo,strange cargo,1940,1940,1940-03-01,,,0.7369,113.0,6.6,6.0,en,Drama,,,United States of America,Metro-Goldwyn-Mayer (MGM),0.08333333333333333,0.5,0.25,0.14285714285714285,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,7751,15.0,3.3666666666666667,0.0,0.0,6.9,2999.0,113,0,0,0,0,0,0,0,0.0,0,0,0,1,1,1,1,1,,,,
38274,tt0177215,Seven Girlfriends,seven girlfriends,1999,1990,1999-11-06,,,0.637771,0.0,6.0,2.0,en,Comedy,Romance,,,,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,7752,11.0,2.9545454545454546,,,,,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,1,,,,
26133,tt0207805,Tuesdays with Morrie,tuesdays with morrie,1999,1990,1999-12-05,,,1.739258,89.0,6.0,10.0,en,Drama,,,United States of America,Carlton America,0.36363636363636365,0.3333333333333333,0.6,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.42857142857142855,0.16666666666666666,7753,116.0,3.6379310344827585,,,,,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,1,,,,
68981,tt0108630,Temptation of a Monk,temptation of a monk,1993,1990,1993-09-15,,,0.103153,118.0,6.0,2.0,zh,Drama,Romance,,Hong Kong,,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.3333333333333333,7754,5.0,2.2,,,,,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,1,,,,
10235,tt0029850,Alexander Nevsky,alexander nevsky,1938,1930,1938-11-24,,,1.915541,112.0,6.8,26.0,ru,Drama,History,War,Russia,Mosfilm,0.2,0.0,0.25,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7756,302.0,3.6903973509933774,,,,,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,1,,,,
11533,tt0057197,Jason and the Argonauts,jason and the argonauts,1963,1960,1963-06-19,1000000.0,,6.222085,104.0,7.1,138.0,en,Adventure,Family,Fantasy,United Kingdom,Columbia Pictures Corporation,0.18181818181818182,0.3333333333333333,0.2,0.2222222222222222,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7757,847.0,3.497638724911452,,,,,,0,0,0,0,0,0,1000000,0.0,1,0,0,0,0,1,1,1,,,,13.815511557963774
2817,tt0119828,Same Old Song,same old song,1997,1990,1997-11-12,,,7.272304,120.0,6.9,15.0,fr,Drama,Comedy,Romance,Italy,France 2 Cinéma,0.375,0.3333333333333333,0.2,0.375,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.16666666666666666,7758,47.0,3.3085106382978724,,,,,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,1,,,,
1394,tt0086022,Nostalgia,nostalgia,1983,1980,1983-05-01,,,4.235709,120.0,7.5,77.0,ru,Drama,Romance,,Soviet Union,Rai 2,0.6666666666666666,0.3333333333333333,0.5,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7759,348.0,3.918103448275862,,,,,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,1,,,,
1719,tt0058458,The Soft Skin,soft skin,1964,1960,1964-05-05,,,2.137534,119.0,7.1,30.0,fr,Drama,Romance,,France,Les Films du Carrosse,0.4,0.5,0.3333333333333333,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7761,71.0,3.6056338028169015,,,,,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,1,,,,
140207,tt0080297,Tinker Tailor Soldier Spy,tinker tailor soldier spy,1979,1970,1979-09-10,,,1.564586,320.0,7.6,10.0,en,Thriller,Drama,Mystery,United Kingdom,BBC,0.13333333333333333,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7762,667.0,3.9280359820089954,,,,,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,1,,,,
781,tt0120522,Wintersleepers,wintersleepers,1997,1990,1997-10-30,,,1.781979,120.0,6.7,10.0,de,Drama,,,Germany,X-Filme Creative Pool,0.5714285714285714,0.6666666666666666,0.4,0.5714285714285714,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7763,120.0,3.5625,,,,,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,1,,,,
13553,tt0079082,The Driller Killer,driller killer,1979,1970,1979-06-15,,,2.773173,96.0,4.9,40.0,en,Drama,Horror,,United States of America,Navaron Productions,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7764,71.0,2.7535211267605635,,,,,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,1,,,,
183252,tt0100347,Perfectly normal,perfectly normal,1991,1990,1991-02-15,,,0.083899,107.0,5.5,1.0,en,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7765,7.0,3.7857142857142856,,,,,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,0,,,,
3777,tt0050613,Throne of Blood,throne of blood,1957,1950,1957-01-15,,,6.471043,110.0,7.7,181.0,ja,Drama,History,,Japan,Toho Company,0.15384615384615385,0.3333333333333333,0.2,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7766,1305.0,4.054022988505747,0.0,0.0,8.0,56132.0,110,0,0,0,0,0,0,0,0.0,0,0,0,1,1,1,1,1,,,,
11659,tt0346336,The Best of Youth,best of youth,2003,2000,2003-05-19,,,6.040001,366.0,8.0,88.0,it,Drama,,,Italy,Rai Cinemafiction,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,7767,527.0,4.003795066413662,3.0,1.0,8.5,23248.0,374,0,0,0,0,0,0,0,0.0,0,0,0,1,1,1,1,1,,,,
24065,tt0104377,Guncrazy,guncrazy,1992,1990,1992-09-11,800000.0,,4.797893,97.0,5.0,12.0,en,Drama,Romance,Thriller,United States of America,Zeta Entertainment,0.2,0.3333333333333333,0.4,0.2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.16666666666666666,7768,26.0,2.3076923076923075,,,,,,0,0,0,0,0,0,800000,0.0,1,0,0,0,0,1,1,1,,,,13.592368256649284
39907,tt0284880,Bang Rajan,bang rajan,2000,2000,2000-12-29,,,1.148337,113.0,6.9,7.0,th,Action,History,War,Thailand,Film Bangkok,1.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7769,41.0,3.0365853658536586,,,,,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,1,,,,
26612,tt0100813,Treasure Island,treasure island,1990,1990,1990-06-08,,,3.301143,131.0,5.6,36.0,en,Adventure,Family,,United Kingdom,Agamemnon Films,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7770,104.0,3.423076923076923,,,,,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,1,,,,
10604,tt0057831,Zorba the Greek,zorba the greek,1964,1960,1964-12-14,783000.0,,4.813635,142.0,7.0,55.0,el,Adventure,Drama,,United States of America,Twentieth Century Fox Film Corporation,0.2222222222222222,0.3333333333333333,0.4,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7771,475.0,3.736842105263158,,,,,,7,3,1,0,1,0,783000,0.0,1,0,0,0,0,1,1,1,,,,13.570889252111332
44098,tt0039066,Undercurrent,undercurrent,1946,1940,1946-11-28,,,2.936232,116.0,5.8,11.0,en,Drama,Thriller,Mystery,United States of America,Metro-Goldwyn-Mayer (MGM),0.5,0.3333333333333333,0.4,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7772,26.0,3.0576923076923075,,,,,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,1,,,,
16876,tt0288439,Bang Bang You're Dead,bang bang you re dead,2002,2000,2002-06-07,,,3.273855,87.0,7.2,53.0,en,Drama,Thriller,,Canada,Every Guy Productions,0.3,0.0,0.4,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.36363636363636365,0.3333333333333333,7773,526.0,3.732889733840304,1.0,0.0,7.7,13151.0,93,0,0,0,0,0,0,0,0.0,0,0,0,1,1,1,1,1,,,,
37437,tt0064708,My Side of the Mountain,my side of the mountain,1969,1960,1969-01-01,,,0.437809,100.0,6.4,10.0,en,Action,Adventure,Drama,United States of America,Paramount Pictures,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7774,50.0,3.32,1.0,0.0,6.5,1180.0,100,0,0,0,0,0,0,0,0.0,0,0,0,1,1,1,1,1,,,,
141003,tt0223384,The Thin Blue Lie,thin blue lie,2000,2000,2000-08-13,,,0.0826,97.0,6.0,1.0,en,Drama,,,United States of America,Paramount Network Television Productions,0.2222222222222222,0.0,0.2,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,7775,42.0,3.392857142857143,,,,,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,1,,,,
14782,tt0258967,The Unsaid,unsaid,2001,2000,2001-09-14,,,5.526635,111.0,6.8,32.0,en,Thriller,,,Canada,New Legend Media,0.375,0.3333333333333333,0.6,0.375,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7778,15.0,3.0,,,,,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,1,,,,
77780,tt0096321,Twister,twister,1989,1980,1989-06-01,,,0.720198,93.0,5.0,5.0,en,Drama,Comedy,,United States of America,Vestron Pictures,0.4444444444444444,0.3333333333333333,0.4,0.4444444444444444,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7781,459.0,3.0130718954248366,,,,,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,1,,,,
9545,tt0108171,Sniper,sniper,1993,1990,1993-01-29,,18994653.0,9.337393,98.0,5.9,109.0,en,Action,Drama,Thriller,Peru,TriStar Pictures,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7782,382.0,3.06282722513089,,,,,,0,0,0,0,0,0,0,18994653.0,0,1,0,0,0,1,1,1,,,16.75966812911814,
53117,tt0166287,Don't Tell Anyone,don t tell anyone,1998,1990,1998-07-16,,,0.802286,120.0,5.5,6.0,fr,Comedy,Drama,,Peru,,0.25,0.3333333333333333,0.3333333333333333,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,7783,11.0,3.4545454545454546,,,,,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,1,,,,
41651,tt0107009,Ghost in the Machine,ghost in the machine,1993,1990,1993-12-29,,,2.404331,104.0,5.0,19.0,en,Horror,Science Fiction,Thriller,United States of America,Twentieth Century Fox Film Corporation,0.3333333333333333,0.5,0.5,0.3333333333333333,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5384615384615384,0.3333333333333333,7784,94.0,2.771276595744681,,,,,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,1,,,,
29270,tt0259072,A Time for Drunken Horses,time for drunken horses,2000,2000,2000-01-01,,,2.391796,80.0,6.6,22.0,fa,Drama,,,Iran,MK2 Productions,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7785,76.0,3.6184210526315788,,,,,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,,,,
28030,tt0187859,Genghis Blues,genghis blues,1999,1990,1999-07-19,,,0.692364,87.0,6.4,6.0,en,Documentary,Music,,,Wadi Rum Productions,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,7786,205.0,3.924390243902439,,,,,,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,
16514,tt0048729,To Hell and Back,to hell and back,1955,1950,1955-09-22,,,1.715253,106.0,6.6,15.0,en,Action,Romance,Drama,United States of America,Universal International Pictures (UI),0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7787,123.0,3.6178861788617884,,,,,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,1,,,,
1926,tt0328802,11'09''01 - September 11,11 09 01 september 11,2002,2000,2002-09-04,,,3.103918,135.0,6.1,24.0,en,Drama,,,Bosnia and Herzegovina,Galatée Films,0.5,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.16666666666666666,7789,130.0,3.3576923076923078,,,,,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,1,,,,
31112,tt0080461,"Bon Voyage, Charlie Brown (and Don't Come Back!)",bon voyage charlie brown and don t come back,1980,1980,1980-01-01,,2013193.0,0.594899,75.0,6.2,12.0,en,Animation,Comedy,Family,United States of America,Paramount Animation,0.5,0.5,0.3333333333333333,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7790,182.0,3.2967032967032965,,,,,,0,0,0,0,0,0,0,2013193.0,0,1,0,0,0,1,1,1,,,14.515233073550078,
11060,tt0099850,Internal Affairs,internal affairs,1990,1990,1990-01-12,,27734391.0,5.439942,114.0,6.5,71.0,en,Crime,Drama,,United States of America,Paramount Pictures,0.46153846153846156,0.3333333333333333,0.4,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7791,359.0,3.3467966573816157,,,,,,0,0,0,0,0,0,0,27734391.0,0,1,0,0,0,1,1,1,,,17.138183789471675,
17365,tt0071970,The Parallax View,parallax view,1974,1970,1974-06-14,,,4.43233,102.0,6.9,70.0,en,Crime,Drama,Thriller,United States of America,Doubleday Productions,0.29411764705882354,0.5,0.25,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7792,511.0,3.664383561643836,0.0,0.0,7.1,21846.0,102,0,0,0,0,0,0,0,0.0,0,0,0,1,1,1,1,1,,,,
11474,tt0080120,The Warriors,warriors,1979,1970,1979-02-08,4000000.0,22490039.0,11.457298,93.0,7.4,451.0,en,Action,Adventure,Crime,United States of America,Paramount Pictures,0.3333333333333333,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.125,0.16666666666666666,7802,1537.0,3.7221860767729344,1.0,0.0,7.5,111056.0,93,0,0,0,0,0,0,4000000,22490039.0,1,1,1,1,1,1,1,1,18490039.0,5.62250975,16.92858310250217,15.201805169084134
63888,tt0064645,Mayerling,mayerling,1968,1960,1968-01-01,,,0.783968,140.0,6.6,5.0,en,Drama,Romance,,,Metro-Goldwyn-Mayer (MGM),0.5,0.5,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7808,12.0,2.5833333333333335,,,,,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,1,,,,
49320,tt0162625,Ambush,ambush,1999,1990,1999-01-22,,,0.999465,123.0,6.3,13.0,fi,Drama,War,,Finland,SVT Drama,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,7809,316.0,3.1787974683544302,,,,,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,1,,,,
10916,tt0146455,Babylon 5: A Call to Arms,babylon 5 a call to arms,1999,1990,1999-01-03,,,8.389329,94.0,6.9,36.0,en,Action,Drama,Science Fiction,United States of America,Babylonian Productions,0.26666666666666666,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,7810,600.0,3.5483333333333333,,,,,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,1,,,,
10921,tt0146247,Babylon 5: The River of Souls,babylon 5 the river of souls,1998,1990,1998-11-08,,,2.203009,94.0,6.1,29.0,en,Action,Drama,Science Fiction,United States of America,Babylonian Productions,0.15384615384615385,0.3333333333333333,0.2,0.1111111111111111,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.3333333333333333,7811,459.0,3.25599128540305,,,,,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,1,,,,
10941,tt0121804,Babylon 5: Thirdspace,babylon 5 thirdspace,1998,1990,1998-07-19,,,5.579911,94.0,6.4,39.0,en,Action,Drama,Science Fiction,United States of America,Babylonian Productions,0.36363636363636365,0.6666666666666666,0.6,0.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,7812,481.0,3.364864864864865,,,,,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,1,,,,
42204,tt0077532,FM,fm,1978,1970,1978-04-20,,,0.266786,104.0,6.7,6.0,en,Comedy,Drama,Music,United States of America,Universal Pictures,0.25,0.0,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7813,27.0,3.111111111111111,,,,,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,1,,,,
33157,tt0066549,Waterloo,waterloo,1970,1970,1970-10-26,25000000.0,3052000.0,3.240624,128.0,7.1,33.0,en,History,Action,Drama,Italy,Paramount Pictures,0.0625,0.0,0.2,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7814,47.0,3.4680851063829787,0.0,0.0,7.3,12695.0,123,0,0,0,0,0,0,25000000,3052000.0,1,1,1,1,1,1,1,1,-21948000.0,0.12208,14.931307999040428,17.034386422832473
24798,tt0092117,True Stories,true stories,1986,1980,1986-10-10,,,3.09897,90.0,6.1,22.0,en,Comedy,,,United States of America,Warner Bros.,0.5,0.3333333333333333,0.4,0.4444444444444444,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.45454545454545453,0.5,7815,211.0,3.699052132701422,,,,,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,1,,,,
277073,tt0226225,North Beach,north beach,2000,2000,2000-06-07,,,0.210088,78.0,0.0,0.0,en,Romance,Comedy,Drama,United States of America,Fur Boat Films,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7816,5.0,3.1,,,,,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,1,,,,
4923,tt0070948,Zardoz,zardoz,1974,1970,1974-02-06,,,10.698934,105.0,5.8,106.0,en,Fantasy,Action,Thriller,Ireland,Twentieth Century Fox Film Corporation,0.42857142857142855,0.6666666666666666,0.6,0.42857142857142855,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,7817,532.0,2.914473684210526,2.0,0.0,5.8,24624.0,105,0,0,0,0,0,0,0,0.0,0,0,0,1,1,1,1,1,,,,
36741,tt0054279,School for Scoundrels,school for scoundrels,1960,1960,1960-03-24,,,1.332883,94.0,6.6,20.0,en,Comedy,,,United Kingdom,Associated British Picture Corporation (ABPC),0.21428571428571427,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7818,77.0,3.311688311688312,1.0,0.0,7.3,3926.0,94,0,0,0,0,0,0,0,0.0,0,0,0,1,1,1,1,1,,,,
11656,tt0053976,The Virgin Spring,virgin spring,1960,1960,1960-02-08,,,10.353794,89.0,7.8,129.0,sv,Crime,Drama,,Sweden,Svensk Filmindustri (SF),0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7820,597.0,4.008375209380235,3.0,1.0,8.0,31720.0,89,2,1,0,0,0,0,0,0.0,0,0,0,1,1,1,1,1,,,,
16284,tt0053935,Ice Cold in Alex,ice cold in alex,1958,1950,1958-06-24,,,2.750367,124.0,7.5,14.0,en,Adventure,Drama,War,Germany,Associated British Picture Corporation (ABPC),0.15384615384615385,0.3333333333333333,0.4,0.2222222222222222,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7821,50.0,3.62,,,,,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,1,,,,
